,POPULATION,COUNTYFIPS,LATITUDE,LONGITUDE,NAME,ADDRESS,CITY,STATE,COUNTY,ZIP,TELEPHONE,TYPE,STATUS,SOURCE,WEBSITE,OWNER,TOTAL_BEDS_IN_COUNTY,MARKET_SHARE,PROVIDERNUMBER,TOTAL_HOSPITAL_BEDS,ICU_HOSPITAL_BEDS,CONFIRMED_CASES_STATE,DEATHS_STATE,RECOVERED_STATE,COUNTY_CASES,PATIENTS,HospitalizedDay30,ICUDay30,VentDay30,HospitalizedDailyDay30,ICUDailyDay30,VentDailyDay30,OverflowRisk
350,484411,18089,41.39562034,-87.366975,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,LAKE,46307,(219) 757-6100,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stanthonymedicalcenter.com,NON-PROFIT,2106.0,0.0868945868945869,,183.0,,39.0,2.0,0.0,4.0,0.3475783475783476,7,3,2,1.2028738263609497,0.48114953054438026,0.24057476527219013,0.03825136612021858
351,484411,18089,41.51274915,-87.26079150000002,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,IN,LAKE,46342,(219) 942-0551,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.comhs.org,NON-PROFIT,2106.0,0.10208926875593542,150034.0,215.0,20.0,39.0,2.0,0.0,4.0,0.4083570750237417,8,4,2,1.4110471498883221,0.564418859955329,0.2822094299776645,0.037209302325581395
352,484411,18089,41.55061751,-87.50590961,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,LAKE,46321,(219) 836-1600,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.comhs.org,NON-PROFIT,2106.0,0.2174738841405508,60054.0,458.0,12.0,39.0,2.0,0.0,4.0,0.8698955365622032,16,8,4,2.971111059221897,1.1884444236887575,0.5942222118443787,0.034934497816593885
353,484411,18089,41.59955943,-87.35767033,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,LAKE,46402,(219) 886-4642,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.methodisthospitals.org,NON-PROFIT,2106.0,0.25451092117758783,150002.0,536.0,39.0,39.0,2.0,0.0,4.0,1.0180436847103511,18,9,5,3.4641763561975516,1.385670542479021,0.6928352712395105,0.033582089552238806
354,484411,18089,41.53775793,-87.51201932,FRANCISCAN PHYSICIANS HOSPITAL LLC,701 SUPERIOR AVE,MUNSTER,IN,LAKE,46321,(219) 922-4200,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.franciscanalliance.org/hospitals/munster/Pages/default.aspx,NON-PROFIT,2106.0,0.02991452991452992,,63.0,,39.0,2.0,0.0,4.0,0.11965811965811965,3,1,1,0.4164939512361676,0.16659758049446682,0.08329879024723341,0.047619047619047616
355,484411,18089,41.49235146,-87.52471744,FRANCISCAN ST MARGARET HEALTH - DYER,24 JOLIET ST,DYER,IN,LAKE,46311,(219) 865-2141,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,https://www.franciscanhealth.org/dyer,NON-PROFIT,2106.0,0.09401709401709403,,198.0,,39.0,2.0,0.0,4.0,0.3760683760683761,7,4,2,1.3005348623178659,0.5202139449271463,0.26010697246357317,0.03535353535353535
356,484411,18089,41.63478933,-87.44882232,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,IN,LAKE,46312,(219) 392-7004,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stcatherinehospital.org,NON-PROFIT,2106.0,0.10446343779677113,150008.0,220.0,16.0,39.0,2.0,0.0,4.0,0.4178537511870845,8,4,2,1.4435163815419259,0.5774065526167691,0.28870327630838455,0.03636363636363636
357,484411,18089,41.61511211,-87.5239895,FRANCISCAN ST MARGARET HEALTH - HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,LAKE,46320,(219) 932-2300,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.smmhc.com,NON-PROFIT,2106.0,0.10208926875593542,,215.0,,39.0,2.0,0.0,4.0,0.4083570750237417,8,4,2,1.4110471498883221,0.564418859955329,0.2822094299776645,0.037209302325581395
358,484411,18089,41.4480817,-87.32856654,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,LAKE,46307,(219) 756-2100,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.pinnaclehealthcare.net,PROPRIETARY,2106.0,0.008547008547008548,150166.0,18.0,2.0,39.0,2.0,0.0,4.0,0.034188034188034185,1,1,1,0.11925556185486164,0.04770222474194469,0.023851112370972344,0.05555555555555555
359,110007,18091,41.61065217,-86.72529027,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,IN,LAPORTE,46350,(219) 326-1234,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.iuhealth.org,NON-PROFIT,377.0,0.6021220159151194,,227.0,,39.0,2.0,0.0,1.0,0.6021220159151194,11,5,3,1.966807232976123,0.7867228931904497,0.3933614465952249,0.048458149779735685
360,110007,18091,41.70684113,-86.90046109,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,301 W HOMER ST,MICHIGAN CITY,IN,LAPORTE,46360,(219) 879-8511,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.saintanthonymemorial.org,NON-PROFIT,377.0,0.3978779840848806,,150.0,,39.0,2.0,0.0,1.0,0.3978779840848806,7,4,2,1.3291841344786999,0.531673653791481,0.2658368268957405,0.04666666666666667
361,129641,18095,40.13064559,-85.69320918,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,MADISON,46011,(765) 298-4242,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.communityanderson.com,NON-PROFIT,332.0,0.4126506024096386,150113.0,137.0,17.0,39.0,2.0,0.0,1.0,0.4126506024096386,8,4,2,1.3858124738469417,0.5543249895387774,0.2771624947693887,0.058394160583941604
362,129641,18095,40.09548494,-85.68130594,ST. VINCENT ANDERSON REGIONAL HOSPITAL,2015 JACKSON ST,ANDERSON,IN,MADISON,46016,(765) 646-8373,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stvincent.org/Saint-Johns/Default.aspx,NON-PROFIT,332.0,0.5873493975903614,,195.0,,39.0,2.0,0.0,1.0,0.5873493975903614,11,5,3,1.940544531745818,0.7762178126983272,0.3881089063491636,0.05641025641025641
363,954670,18097,39.77788276,-86.18398589,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,IN,MARION,46254,(317) 880-4818,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,NOT AVAILABLE,GOVERNMENT - LOCAL,2954.0,0.1140825998645904,150024.0,337.0,72.0,39.0,2.0,0.0,19.0,2.1675693974272177,38,18,10,7.360606080105747,2.944242432042291,1.4721212160211454,0.11275964391691394
364,954670,18097,39.78980112,-86.16310064,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,IN,MARION,46202,(317) 962-5900,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.iuhealth.org,NON-PROFIT,2954.0,0.4211238997968856,150056.0,1244.0,66.0,39.0,2.0,0.0,19.0,8.001354096140826,132,62,33,25.23775455085834,10.095101820343345,5.0475509101716725,0.10610932475884244
365,954670,18097,39.90111609,-86.04216309,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,MARION,46256,(317) 621-5335,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ecommunity.com,NON-PROFIT,2954.0,0.1147596479350034,150169.0,339.0,24.0,39.0,2.0,0.0,19.0,2.180433310765064,38,18,10,7.403074802827597,2.9612299211310393,1.4806149605655197,0.11209439528023599
366,954670,18097,39.63680298,-86.13265134,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,IN,MARION,46227,(317) 887-7112,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ecommunity.com,PROPRIETARY,2954.0,0.05348679756262695,150128.0,158.0,12.0,39.0,2.0,0.0,19.0,1.0162491536899119,18,9,5,3.502083922083692,1.4008335688334768,0.7004167844167384,0.11392405063291139
367,954670,18097,39.90182884,-86.04468184,COMMUNITY HEART AND VASCULAR HOSPITAL,8075 N SHADELAND AVE,INDIANAPOLIS,IN,MARION,46250,(317) 621-8063,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,heart.ecommunity.com,PROPRIETARY,2954.0,0.018957345971563986,,56.0,,39.0,2.0,0.0,19.0,0.3601895734597157,7,3,2,1.2517147897113663,0.5006859158845467,0.25034295794227335,0.125
368,954670,18097,39.78731372,-86.07549818,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,MARION,46219,(317) 355-5411,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ecommunity.com/east/,PROPRIETARY,2954.0,0.11340555179417737,150074.0,335.0,28.0,39.0,2.0,0.0,19.0,2.1547054840893702,38,18,10,7.318123267265101,2.9272493069060346,1.4636246534530173,0.11343283582089553
369,954670,18097,39.64871776,-86.07946763,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,MARION,46237,(317) 865-5001,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.stfrancishospitals.org,NON-PROFIT,2954.0,0.16418415707515233,,485.0,,39.0,2.0,0.0,19.0,3.119498984427894,54,26,14,10.46551759920213,4.186207039680859,2.0931035198404295,0.11134020618556702
370,47532,18113,41.44834035,-85.29615831,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,NOBLE,46755,(260) 347-8700,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.parkview.com,NON-PROFIT,31.0,1.0,150146.0,31.0,,39.0,2.0,0.0,1.0,1.0,15,7,4,2.7164951707538734,1.086598068301548,0.543299034150774,0.4838709677419355
371,270771,18141,41.68405529,-86.25157885,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,ST. JOSEPH,46601,(574) 647-1000,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.qualityoflife.org,NON-PROFIT,739.0,0.5629228687415426,150058.0,416.0,46.0,39.0,2.0,0.0,3.0,1.688768606224628,29,14,8,5.465736224914956,2.186294489965981,1.0931472449829904,0.06971153846153846
372,270771,18141,41.70123243,-86.17800381,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,IN,ST. JOSEPH,46545,(574) 231-6800,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.physicianshospitalsystem.net,PROPRIETARY,739.0,0.03924221921515562,150177.0,29.0,,39.0,2.0,0.0,3.0,0.11772665764546685,3,1,1,0.40883082245281743,0.16353232898112724,0.08176616449056362,0.10344827586206896
373,270771,18141,41.70717738,-86.17446958,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,IN,ST. JOSEPH,46545,(574) 335-5000,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.sjmed.com,NON-PROFIT,739.0,0.39783491204330174,150012.0,294.0,28.0,39.0,2.0,0.0,3.0,1.1935047361299052,21,10,6,3.9490866453283573,1.5796346581313436,0.7898173290656718,0.07142857142857142
374,193048,18157,40.39402023,-86.83454906,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,1701 S CREASY LN,LAFAYETTE,IN,TIPPECANOE,47905,(765) 502-4334,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ste.org,NON-PROFIT,679.0,0.27393225331369664,,186.0,,39.0,2.0,0.0,1.0,0.27393225331369664,5,3,2,0.9399189783536634,0.3759675913414653,0.18798379567073265,0.026881720430107527
375,193048,18157,40.42728686,-86.88144621,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,1501 HARTFORD ST,LAFAYETTE,IN,TIPPECANOE,47904,(765) 502-4334,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.ste.org,NON-PROFIT,679.0,0.44477172312223856,,302.0,,39.0,2.0,0.0,1.0,0.44477172312223856,8,4,2,1.509735563220211,0.6038942252880846,0.3019471126440423,0.026490066225165563
376,193048,18157,40.40053044,-86.80637322,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,IN,TIPPECANOE,47905,(765) 448-8000,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.iuhealth.org,NON-PROFIT,679.0,0.2812960235640648,150173.0,191.0,14.0,39.0,2.0,0.0,1.0,0.2812960235640648,5,3,2,0.964736569627374,0.3858946278509494,0.1929473139254747,0.02617801047120419
377,65936,18177,39.86471001,-84.88428452,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY,RICHMOND,IN,WAYNE,47374,(765) 983-3000,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.reidhosp.com,NON-PROFIT,221.0,1.0,,221.0,,39.0,2.0,0.0,1.0,1.0,16,8,4,2.909816577706252,1.1639266310825,0.58196331554125,0.07239819004524888
378,28206,18179,40.73735484,-85.17077499,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,IN,WELLS,46714,(260) 824-3210,GENERAL ACUTE CARE,OPEN,http://www.in.gov/isdh/reports/QAMIS/hosdir,http://www.blufftonregional.com,PROPRIETARY,79.0,1.0,150075.0,79.0,7.0,39.0,2.0,0.0,1.0,1.0,14,7,4,2.303302661237705,0.9213210644950838,0.4606605322475419,0.17721518987341772
379,132408,19013,42.46118287,-92.34587362,COVENANT MEDICAL CENTER,3421 WEST 9TH STREET,WATERLOO,IA,BLACK HAWK,50702,(319) 272-8000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.wheatoniowa.org,NON-PROFIT,459.0,0.7538126361655774,450040.0,346.0,48.0,29.0,0.0,0.0,1.0,0.7538126361655774,13,6,4,2.455780420644622,0.9823121682578471,0.49115608412892353,0.03757225433526012
380,132408,19013,42.53353888,-92.45793731,SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,CEDAR FALLS,IA,BLACK HAWK,50613,(319) 268-3000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.wheatoniowa.org,NON-PROFIT,459.0,0.22004357298474944,160040.0,101.0,5.0,29.0,0.0,0.0,1.0,0.22004357298474944,4,2,1,0.7527824248079655,0.3011129699231865,0.15055648496159324,0.039603960396039604
381,132408,19013,42.52675482,-92.33893747,ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,BLACK HAWK,50703,(319) 235-3941,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.allenhospital.org,NON-PROFIT,459.0,0.026143790849673203,,12.0,,29.0,0.0,0.0,1.0,0.026143790849673203,1,1,1,0.0910539010985939,0.03642156043943762,0.01821078021971881,0.08333333333333333
382,20154,19027,42.05649587,-94.86707423,ST. ANTHONY'S REGIONAL HOSPITAL,311 SOUTH CLARK STREET,CARROLL,IA,CARROLL,51401,(712) 792-3581,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.stanthonyhospital.org,NON-PROFIT,99.0,1.0,,99.0,,29.0,0.0,0.0,1.0,1.0,12,6,3,1.9676599197919025,0.7870639679167599,0.39353198395837996,0.12121212121212122
383,151260,19103,41.71363806,-91.61097519,IOWA MEDICAL AND CLASSIFICATION CENTER,2700 CORAL RIDGE AVENUE,CORALVILLE,IA,JOHNSON,52241,(319) 626-2391,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://oakdaleprison.com/,GOVERNMENT - STATE,1383.0,0.033261026753434564,,46.0,,29.0,0.0,0.0,21.0,0.6984815618221258,12,6,3,2.3052812852794418,0.9221125141117774,0.4610562570558887,0.2608695652173913
384,151260,19103,41.66387148,-91.52790136,MERCY HOSPITAL,500 EAST MARKET STREET,IOWA CITY,IA,JOHNSON,52245,(319) 339-3540,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.mercyiowacity.org/,NON-PROFIT,1383.0,0.16919739696312364,200008.0,234.0,7.0,29.0,0.0,0.0,21.0,3.5531453362255965,52,25,13,9.381543310995795,3.752617324398315,1.8763086621991576,0.2222222222222222
385,151260,19103,41.66081569,-91.54754742,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,JOHNSON,52242,(319) 356-1616,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.uihealthcare.com,GOVERNMENT - STATE,1383.0,0.7975415762834418,160058.0,1103.0,,29.0,0.0,0.0,21.0,16.74837310195228,121,61,33,17.347999490187817,6.93919979607513,3.469599898037565,0.10970081595648232
386,487204,19153,41.59878159,-93.62311914,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVENUE,DES MOINES,IA,POLK,50314,(515) 247-3222,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.mercydesmoines.org,NOT AVAILABLE,1781.0,0.3683323975294778,160083.0,656.0,32.0,29.0,0.0,0.0,3.0,1.1049971925884334,20,9,5,3.752448208340237,1.5009792833360933,0.7504896416680467,0.03048780487804878
387,487204,19153,41.60201487,-93.60959589,IOWA LUTHERAN HOSPITAL,700 UNIVERSITY,DES MOINES,IA,POLK,50316,(515) 263-5612,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.iowahealth.org,NON-PROFIT,1781.0,0.1257720381807973,160024.0,224.0,10.0,29.0,0.0,0.0,3.0,0.3773161145423919,7,4,2,1.3048799736206558,0.5219519894482625,0.26097599472413124,0.03125
388,487204,19153,41.58944333,-93.63381099,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,POLK,50308,(515) 241-6212,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.iowahealth.org,NON-PROFIT,1781.0,0.2582818641212802,160082.0,460.0,36.0,29.0,0.0,0.0,3.0,0.7748455923638405,14,7,4,2.653104865327638,1.0612419461310552,0.5306209730655276,0.030434782608695653
389,487204,19153,41.59717847,-93.78976814,MERCY MEDICAL CENTER WEST LAKES,1755 59TH PLACE,WEST DES MOINES,IA,POLK,50266,(515) 358-8000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.mercydesmoines.org/,NOT AVAILABLE,1781.0,0.0819764177428411,,146.0,,29.0,0.0,0.0,3.0,0.2459292532285233,5,3,2,0.85331074930982,0.3413242997239281,0.17066214986196404,0.03424657534246575
390,487204,19153,41.59660826,-93.79570965,METHODIST WEST HOSPITAL,1660 60TH ST,WEST DES MOINES,IA,POLK,50266,(515) 343-1000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.unitypoint.org/desmoines/methodist-west-hospital.aspx,NOT AVAILABLE,1781.0,0.053340819764177434,,95.0,,29.0,0.0,0.0,3.0,0.16002245929253228,3,2,1,0.5564353380316804,0.22257413521267266,0.11128706760633633,0.031578947368421054
391,487204,19153,41.61661602,-93.6417745,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,POLK,50314,(515) 282-2200,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.broadlawns.org,GOVERNMENT - LOCAL,1781.0,0.11229646266142616,160101.0,200.0,6.0,29.0,0.0,0.0,3.0,0.3368893879842785,6,3,2,1.1662535872793125,0.4665014349117249,0.23325071745586246,0.03
392,93533,19155,41.26878673,-95.83879432,CHI HEALTH MERCY HOSPITAL,800 MERCY DRIVE,COUNCIL BLUFFS,IA,POTTAWATTAMIE,51502,(712) 328-5000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.chihealth.com/,NON-PROFIT,514.0,0.5408560311284046,,278.0,,29.0,0.0,0.0,1.0,0.5408560311284046,10,5,3,1.7601079903854284,0.7040431961541698,0.3520215980770849,0.03597122302158273
393,93533,19155,41.26858246,-95.83535747,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,POTTAWATTAMIE,51503,(712) 396-6000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,https://www.bestcare.org/jennie-edmundson/,NOT AVAILABLE,514.0,0.4591439688715953,160047.0,236.0,13.0,29.0,0.0,0.0,1.0,0.4591439688715953,8,4,2,1.510040393175288,0.6040161572701157,0.30200807863505785,0.03389830508474576
394,66765,20015,37.72429664,-97.14730746,KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS,BUTLER,67002,(316) 300-4000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://ksmedcenter.com/,PROPRIETARY,126.0,0.4603174603174603,170197.0,58.0,10.0,18.0,1.0,0.0,1.0,0.4603174603174603,8,4,2,1.4780770101373406,0.5912308040549368,0.2956154020274684,0.13793103448275862
395,66765,20015,37.81828421,-96.8589003,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,EL DORADO,KS,BUTLER,67042,(316) 321-3300,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.sbamh.com,NON-PROFIT,126.0,0.5396825396825397,170017.0,68.0,6.0,18.0,1.0,0.0,1.0,0.5396825396825397,9,5,3,1.7083506260958643,0.6833402504383468,0.3416701252191734,0.1323529411764706
396,121436,20045,38.97887459,-95.24868534,LAWRENCE MEMORIAL HOSPITAL,325 MAINE ST,LAWRENCE,KS,DOUGLAS,66044,(913) 505-6100,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.lmh.org,GOVERNMENT - LOCAL,152.0,1.0,170137.0,152.0,10.0,18.0,1.0,0.0,1.0,1.0,17,8,5,3.159728754294502,1.2638915017178007,0.6319457508589004,0.1118421052631579
397,25631,20059,38.59634996,-95.26761714,RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,OTTAWA,KS,FRANKLIN,66067,(785) 229-8200,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.ransom.org,GOVERNMENT - LOCAL,44.0,1.0,170014.0,44.0,5.0,18.0,1.0,0.0,1.0,1.0,13,7,4,2.212966657002717,0.885186662801086,0.442593331400543,0.29545454545454547
398,597555,20091,38.92712245,-94.64366278,DOCTORS HOSPITAL LLC,4901 COLLEGE BLVD,LEAWOOD,KS,JOHNSON,66211,(913) 529-1801,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.dshospital.net,PROPRIETARY,1229.0,0.004882017900732303,170194.0,6.0,,18.0,1.0,0.0,16.0,0.07811228641171684,2,1,1,0.27227269059605996,0.10890907623842372,0.05445453811921186,0.3333333333333333
399,597555,20091,38.91055622,-94.65199657,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,JOHNSON,66209,(913) 498-6000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.menorahmedicalcenter.com,PROPRIETARY,1229.0,0.12855980471928394,170182.0,158.0,16.0,18.0,1.0,0.0,16.0,2.0569568755085434,36,17,9,6.886209444587735,2.754483777835091,1.3772418889175455,0.22784810126582278
400,597555,20091,38.99554279,-94.69265948,SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,JOHNSON,66204,(913) 676-2000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.shawneemission.org,NON-PROFIT,1229.0,0.305939788445891,170104.0,376.0,28.0,18.0,1.0,0.0,16.0,4.895036615134256,81,38,21,15.474966745944272,6.189986698377709,3.0949933491888544,0.2154255319148936
401,597555,20091,38.93746420000001,-94.72641401,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,JOHNSON,66215,(913) 541-5301,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.oprmc.com,PROPRIETARY,1229.0,0.22457282343368595,170176.0,276.0,25.0,18.0,1.0,0.0,16.0,3.593165174938975,61,29,15,11.66076556053791,4.664306224215167,2.3321531121075836,0.2210144927536232
402,597555,20091,38.90396961,-94.66903502,SAINT LUKE'S SOUTH HOSPITAL,12300 METCALF AVENUE,OVERLAND PARK,KS,JOHNSON,66213,(913) 317-7000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.saint-lukes.org,NON-PROFIT,1229.0,0.08950366151342555,170185.0,110.0,8.0,18.0,1.0,0.0,16.0,1.4320585842148088,25,12,7,4.855513044219485,1.9422052176877962,0.9711026088438981,0.22727272727272727
403,597555,20091,38.85275152,-94.82435622,OLATHE MEDICAL CENTER,"20375 W 151ST ST, UNIT 303",OLATHE,KS,JOHNSON,66061,(913) 791-4216,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.ohsi.com,NON-PROFIT,1229.0,0.18633034987794955,170049.0,229.0,20.0,18.0,1.0,0.0,16.0,2.9812855980471933,51,24,13,9.795395467266886,3.9181581869067514,1.9590790934533757,0.22270742358078602
404,597555,20091,38.92985633,-94.65239313,CHILDREN'S MERCY  SOUTH,5808 W 110TH STREET,OVERLAND PARK,KS,JOHNSON,66212,(913) 696-8000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.childrens-mercy.org,NON-PROFIT,1229.0,0.03661513425549227,,45.0,,18.0,1.0,0.0,16.0,0.5858421480878763,11,5,3,2.0209383194269144,0.8083753277707659,0.40418766388538296,0.24444444444444444
