POPULATION,COUNTYFIPS,LATITUDE,LONGITUDE,NAME,ADDRESS,CITY,STATE,COUNTY,ZIP,TELEPHONE,TYPE,STATUS,SOURCE,WEBSITE,OWNER,TOTAL_BEDS_IN_COUNTY,MARKET_SHARE,PROVIDERNUMBER,TOTAL_HOSPITAL_BEDS,ICU_HOSPITAL_BEDS,CONFIRMED_CASES_STATE,DEATHS_STATE,RECOVERED_STATE,COUNTY_CASES,PATIENTS
487204,19153,41.58944333,-93.63381099,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,POLK,50308,(515) 241-6212,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.iowahealth.org,NON-PROFIT,1781.0,0.2582818641212802,160082.0,460.0,36.0,29.0,0.0,0.0,3,0.7748455923638405
487204,19153,41.59717847,-93.78976814,MERCY MEDICAL CENTER WEST LAKES,1755 59TH PLACE,WEST DES MOINES,IA,POLK,50266,(515) 358-8000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.mercydesmoines.org/,NOT AVAILABLE,1781.0,0.0819764177428411,,146.0,,29.0,0.0,0.0,3,0.24592925322852333
487204,19153,41.59660826,-93.79570965,METHODIST WEST HOSPITAL,1660 60TH ST,WEST DES MOINES,IA,POLK,50266,(515) 343-1000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.unitypoint.org/desmoines/methodist-west-hospital.aspx,NOT AVAILABLE,1781.0,0.05334081976417743,,95.0,,29.0,0.0,0.0,3,0.16002245929253228
487204,19153,41.61661602,-93.6417745,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,POLK,50314,(515) 282-2200,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.broadlawns.org,GOVERNMENT - LOCAL,1781.0,0.11229646266142616,160101.0,200.0,6.0,29.0,0.0,0.0,3,0.3368893879842785
93533,19155,41.26878673,-95.83879432,CHI HEALTH MERCY HOSPITAL,800 MERCY DRIVE,COUNCIL BLUFFS,IA,POTTAWATTAMIE,51502,(712) 328-5000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,http://www.chihealth.com/,NON-PROFIT,514.0,0.5408560311284046,,278.0,,29.0,0.0,0.0,1,0.5408560311284046
93533,19155,41.26858246,-95.83535747,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,POTTAWATTAMIE,51503,(712) 396-6000,GENERAL ACUTE CARE,OPEN,https://dia-hfd.iowa.gov/DIA_HFD/CTLEntitySearch.do,https://www.bestcare.org/jennie-edmundson/,NOT AVAILABLE,514.0,0.4591439688715953,160047.0,236.0,13.0,29.0,0.0,0.0,1,0.4591439688715953
66765,20015,37.72429664,-97.14730746,KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS,BUTLER,67002,(316) 300-4000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://ksmedcenter.com/,PROPRIETARY,126.0,0.4603174603174603,170197.0,58.0,10.0,18.0,1.0,0.0,1,0.4603174603174603
66765,20015,37.81828421,-96.8589003,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,EL DORADO,KS,BUTLER,67042,(316) 321-3300,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.sbamh.com,NON-PROFIT,126.0,0.5396825396825397,170017.0,68.0,6.0,18.0,1.0,0.0,1,0.5396825396825397
121436,20045,38.97887459,-95.24868534,LAWRENCE MEMORIAL HOSPITAL,325 MAINE ST,LAWRENCE,KS,DOUGLAS,66044,(913) 505-6100,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.lmh.org,GOVERNMENT - LOCAL,152.0,1.0,170137.0,152.0,10.0,18.0,1.0,0.0,1,1.0
25631,20059,38.59634996,-95.26761714,RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,OTTAWA,KS,FRANKLIN,66067,(785) 229-8200,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.ransom.org,GOVERNMENT - LOCAL,44.0,1.0,170014.0,44.0,5.0,18.0,1.0,0.0,1,1.0
597555,20091,38.92712245,-94.64366278,DOCTORS HOSPITAL LLC,4901 COLLEGE BLVD,LEAWOOD,KS,JOHNSON,66211,(913) 529-1801,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.dshospital.net,PROPRIETARY,1229.0,0.004882017900732303,170194.0,6.0,,18.0,1.0,0.0,16,0.07811228641171684
597555,20091,38.91055622,-94.65199657,MENORAH MEDICAL CENTER,5721 WEST 119TH STREET,OVERLAND PARK,KS,JOHNSON,66209,(913) 498-6000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.menorahmedicalcenter.com,PROPRIETARY,1229.0,0.12855980471928397,170182.0,158.0,16.0,18.0,1.0,0.0,16,2.0569568755085434
597555,20091,38.99554279,-94.69265948,SHAWNEE MISSION MEDICAL CENTER,9100 W 74TH STREET,SHAWNEE MISSION,KS,JOHNSON,66204,(913) 676-2000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.shawneemission.org,NON-PROFIT,1229.0,0.305939788445891,170104.0,376.0,28.0,18.0,1.0,0.0,16,4.895036615134256
597555,20091,38.93746420000001,-94.72641401,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,JOHNSON,66215,(913) 541-5301,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.oprmc.com,PROPRIETARY,1229.0,0.22457282343368593,170176.0,276.0,25.0,18.0,1.0,0.0,16,3.593165174938975
597555,20091,38.90396961,-94.66903502,SAINT LUKE'S SOUTH HOSPITAL,12300 METCALF AVENUE,OVERLAND PARK,KS,JOHNSON,66213,(913) 317-7000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.saint-lukes.org,NON-PROFIT,1229.0,0.08950366151342555,170185.0,110.0,8.0,18.0,1.0,0.0,16,1.4320585842148088
597555,20091,38.85275152,-94.82435622,OLATHE MEDICAL CENTER,"20375 W 151ST ST, UNIT 303",OLATHE,KS,JOHNSON,66061,(913) 791-4216,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.ohsi.com,NON-PROFIT,1229.0,0.18633034987794955,170049.0,229.0,20.0,18.0,1.0,0.0,16,2.981285598047193
597555,20091,38.92985633,-94.65239313,CHILDREN'S MERCY  SOUTH,5808 W 110TH STREET,OVERLAND PARK,KS,JOHNSON,66212,(913) 696-8000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.childrens-mercy.org,NON-PROFIT,1229.0,0.03661513425549227,,45.0,,18.0,1.0,0.0,16,0.5858421480878763
597555,20091,38.92668606,-94.62820229,KANSAS CITY ORTHOPAEDIC INSTITUTE,3651 COLLEGE BLVD,LEAWOOD,KS,JOHNSON,66211,(913) 319-7633,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.kcoi.com,PROPRIETARY,1229.0,0.02034174125305126,170188.0,25.0,,18.0,1.0,0.0,16,0.32546786004882017
597555,20091,38.89628614,-94.66912856,BLUE VALLEY HOSPITAL INC,12850 METCALF AVENUE,OVERLAND PARK,KS,JOHNSON,66213,(913) 220-2866,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.bluevalleyhospital.com/,PROPRIETARY,1229.0,0.0032546786004882017,,4.0,,18.0,1.0,0.0,16,0.05207485760781123
81352,20103,39.30731117,-94.91834632,SAINT LUKE'S CUSHING HOSPITAL,711 MARSHALL STREET,LEAVENWORTH,KS,LEAVENWORTH,66048,(913) 684-1102,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,https://www.saintlukeshealthsystem.org/location/cushingmemorial- hospital,NON-PROFIT,130.0,0.4153846153846154,170133.0,54.0,4.0,18.0,1.0,0.0,2,0.8307692307692308
81352,20103,39.28261998,-94.90333884,SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS,LEAVENWORTH,66048,(913) 680-6000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.stjohnleavenworth.com/,PROPRIETARY,130.0,0.5846153846153846,170009.0,76.0,6.0,18.0,1.0,0.0,2,1.1692307692307693
165324,20209,39.12665644,-94.78670274,PROVIDENCE MEDICAL CENTER,8929 PARALLEL PARKWAY,KANSAS CITY,KS,WYANDOTTE,66112,(913) 596-4000,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.providence-health.org,NON-PROFIT,1156.0,0.3460207612456747,170146.0,400.0,23.0,18.0,1.0,0.0,8,2.7681660899653977
165324,20209,39.05616701,-94.61129892,UNIVERSITY OF KANSAS HOSPITAL,3901 RAINBOW BLVD,KANSAS CITY,KS,WYANDOTTE,66160,(913) 588-7332,GENERAL ACUTE CARE,OPEN,http://www.kdheks.gov/bhfr/fac_list/,http://www.kumed.com,GOVERNMENT - DISTRICT/AUTHORITY,1156.0,0.6539792387543253,170040.0,756.0,106.0,18.0,1.0,0.0,8,5.231833910034602
20184,21017,38.22119391,-84.23835241,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,PARIS,KY,BOURBON,40361,(859) 987-1000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.bourbonhospital.com,PROPRIETARY,58.0,1.0,180046.0,58.0,4.0,27.0,1.0,0.0,2,2.0
36249,21049,38.00104322,-84.19551586,CLARK REGIONAL MEDICAL CENTER,175 HOSPITAL DRIVE,WINCHESTER,KY,CLARK,40391,(859) 737-8559,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.clarkregional.org,PROPRIETARY,54.0,1.0,180092.0,54.0,8.0,27.0,1.0,0.0,2,2.0
101104,21059,37.76579187,-87.10232861,OWENSBORO HEALTH REGIONAL HOSPITAL,811 E PARRISH AVE,OWENSBORO,KY,DAVIESS,42303,(270) 688-2000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.owensborohealth.org,NON-PROFIT,447.0,1.0,180038.0,447.0,32.0,27.0,1.0,0.0,1,1.0
323780,21067,37.9994201,-84.439155,SAINT JOSEPH EAST,150 N EAGLE CREEK DRIVE,LEXINGTON,KY,FAYETTE,40509,(859) 268-3750,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.sjhlex.org/system-locations-saint-joseph-east-lexington-ky-hospital,NON-PROFIT,1819.0,0.11929631665750412,180143.0,217.0,12.0,27.0,1.0,0.0,6,0.7157778999450247
323780,21067,38.03233973,-84.52329929,SAINT JOSEPH HOSPITAL,ONE ST JOSEPH DRIVE,LEXINGTON,KY,FAYETTE,40504,(859) 278-3436,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.sjhlex.org/system-locations-saint-joseph-hospital-lexington-ky,NON-PROFIT,1819.0,0.23804288070368335,60028.0,433.0,30.0,27.0,1.0,0.0,6,1.4282572842221
323780,21067,38.03096461,-84.50744299,UNIVERSITY OF KY HOSPITAL,800 ROSE STREET,LEXINGTON,KY,FAYETTE,40536,(859) 232-5445,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.ukhealthcare.uky.edu,GOVERNMENT - STATE,1819.0,0.3320505772402419,,604.0,,27.0,1.0,0.0,6,1.9923034634414514
323780,21067,38.01880519,-84.51185771,BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,FAYETTE,40503,(859) 260-6100,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,https://www.baptisthealth.com/lexington/pages/default.aspx,NON-PROFIT,1819.0,0.18911489829576691,180103.0,344.0,,27.0,1.0,0.0,6,1.1346893897746015
323780,21067,38.04231141,-84.50103896,UK HEALTHCARE GOOD SAMARITAN HOSPITAL,310 SOUTH LIMESTONE STREET,LEXINGTON,KY,FAYETTE,40508,(859) 257-6467,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.ukhealthcare.uky.edu/samaritan,GOVERNMENT - STATE,1819.0,0.12149532710280374,,221.0,,27.0,1.0,0.0,6,0.7289719626168224
18778,21097,38.38396873,-84.27768646,HARRISON MEMORIAL HOSPITAL,1210 KENTUCKY HIGHWAY 36 EAST,CYNTHIANA,KY,HARRISON,41031,(859) 234-2300,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.harrisonmemhosp.com,NON-PROFIT,61.0,1.0,180079.0,61.0,6.0,27.0,1.0,0.0,7,7.0
45591,21101,37.85497461,-87.58319902,METHODIST HOSPITAL,1305 N ELM STREET,HENDERSON,KY,HENDERSON,42420,(270) 827-7700,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.methodisthospital.net,NON-PROFIT,192.0,1.0,280040.0,192.0,22.0,27.0,1.0,0.0,1,1.0
770517,21111,38.17826438,-85.79391641,SAINTS MARY & ELIZABETH HOSPITAL,1850 BLUEGRASS AVENUE,LOUISVILLE,KY,JEFFERSON,40215,(502) 361-6000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.kentuckyonehealth.org/body.cfm?id=3288&fr=true,NON-PROFIT,2876.0,0.10361613351877608,,298.0,,27.0,1.0,0.0,11,1.1397774687065367
770517,21111,38.23811825,-85.6371443,BAPTIST HOSPITAL LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,JEFFERSON,40207,(502) 897-8100,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,https://www.baptisthealth.com/louisville/pages/default.aspx,NON-PROFIT,2876.0,0.18045897079276774,,519.0,,27.0,1.0,0.0,11,1.985048678720445
770517,21111,38.24913165,-85.7511895,JEWISH HOSPITAL & ST. MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,JEFFERSON,40202,(502) 587-4011,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.kentuckyonehealth.org/body.cfm?id=3299&fr=true,PROPRIETARY,2876.0,0.16063977746870653,,462.0,,27.0,1.0,0.0,11,1.7670375521557717
770517,21111,38.24832296,-85.74433596,UNIVERSITY OF LOUISVILLE HOSPITAL,530 S JACKSON ST,LOUISVILLE,KY,JEFFERSON,40202,(502) 562-3000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.ulh.org,NON-PROFIT,2876.0,0.1404728789986092,180141.0,404.0,56.0,27.0,1.0,0.0,11,1.545201668984701
770517,21111,38.24600518,-85.74871854,NORTON HEALTHCARE PAVILION,315 EAST BROADWAY,LOUISVILLE,KY,JEFFERSON,40232,(502) 629-2000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.nortonhealthcare.com/Pavilion,NON-PROFIT,2876.0,0.0917941585535466,,264.0,,27.0,1.0,0.0,11,1.0097357440890127
770517,21111,38.2151274,-85.72281365,NORTON AUDUBON HOSPITAL,ONE AUDUBON PLAZA DRIVE,LOUISVILLE,KY,JEFFERSON,40217,(502) 636-7001,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.nortonhealthcare.com/NortonAudubonHospital,NON-PROFIT,2876.0,0.1502086230876217,,432.0,,27.0,1.0,0.0,11,1.6522948539638387
770517,21111,38.31532568,-85.57589445,NORTON BROWNSBORO HOSPITAL,4960 NORTON HEALTHCARE BOULEVARD,LOUISVILLE,KY,JEFFERSON,40241,(502) 394-6464,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.nortonhealthcare.com/nortonbrownsborohospital,NON-PROFIT,2876.0,0.04415855354659249,,127.0,,27.0,1.0,0.0,11,0.48574408901251737
770517,21111,38.24772315,-85.7504603,NORTON HOSPITAL,200 EAST CHESTNUT STREET,LOUISVILLE,KY,JEFFERSON,40202,(502) 629-8000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.nortonhealthcare.com/nortonhospital,NON-PROFIT,2876.0,0.1286509040333797,,370.0,,27.0,1.0,0.0,11,1.4151599443671767
166051,21117,39.01317816,-84.56278972,ST. ELIZABETH EDGEWOOD,1 MEDICAL VILLAGE DR.,EDGEWOOD,KY,KENTON,41017,(859) 344-2000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.stelizabeth.com,NON-PROFIT,631.0,0.7606973058637084,,480.0,,27.0,1.0,0.0,1,0.7606973058637084
166051,21117,39.07134837,-84.51799989,ST. ELIZABETH COVINGTON,1500 JAMES SIMPSON JR. WAY,COVINGTON,KY,KENTON,41011,(859) 655-8800,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.stelizabeth.com,NON-PROFIT,631.0,0.2393026941362916,,151.0,,27.0,1.0,0.0,1,0.2393026941362916
28203,21173,38.07712125,-83.9452558,SAINT JOSEPH MOUNT STERLING,225 FALCON DRIVE,MT. STERLING,KY,MONTGOMERY,40353,(859) 497-5018,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.sjhlex.org/system-locations-saint-joseph-mount-sterling-mount-sterling-ky,NON-PROFIT,42.0,1.0,180064.0,42.0,4.0,27.0,1.0,0.0,2,2.0
45851,21179,37.86165102,-85.52378583,FLAGET MEMORIAL HOSPITAL,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,NELSON,40004,(502) 350-5000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.flaget.com,NON-PROFIT,40.0,1.0,180025.0,40.0,4.0,27.0,1.0,0.0,1,1.0
131264,21227,36.96503762,-86.43597977,GREENVIEW REGIONAL HOSPITAL,1801 ASHLEY CIRCLE,BOWLING GREEN,KY,WARREN,42102,(270) 793-1000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.greenviewhospital.com,PROPRIETARY,548.0,0.38503649635036497,,211.0,,27.0,1.0,0.0,1,0.38503649635036497
131264,21227,36.99597151,-86.42975938,THE MEDICAL CENTER AT BOWLING GREEN,250 PARK STREET,BOWLING GREEN,KY,WARREN,42101,(270) 745-1000,GENERAL ACUTE CARE,OPEN,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,http://www.themedicalcenter.org,NON-PROFIT,548.0,0.614963503649635,180013.0,337.0,16.0,27.0,1.0,0.0,1,0.614963503649635
124672,22005,30.08873891,-91.00272191,PREVOST MEMORIAL HOSPITAL,301 MEMORIAL DR,DONALDSONVILLE,LA,ASCENSION,70346,(225) 473-7931,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.prevosthospital.net,GOVERNMENT - DISTRICT/AUTHORITY,73.0,0.3424657534246575,,25.0,,257.0,4.0,0.0,2,0.684931506849315
124672,22005,30.20975616,-90.93174138,ST. ELIZABETH HOSPITAL,1125 W HIGHWAY 30,GONZALES,LA,ASCENSION,70737,(225) 647-5000,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.steh.com,NON-PROFIT,73.0,0.6575342465753424,,48.0,,257.0,4.0,0.0,2,1.3150684931506849
127185,22015,32.55833027,-93.71820586,WK BOSSIER HEALTH CENTER,2400 HOSPITAL DR,BOSSIER CITY,LA,BOSSIER,71111,(318) 212-7000,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.wkhs.com/wkb/,NON-PROFIT,134.0,1.0,,134.0,,257.0,4.0,0.0,2,2.0
242922,22017,32.49764895,-93.74671417,SPECIALISTS HOSPITAL SHREVEPORT,"1500 LINE AVE, STE 206",SHREVEPORT,LA,CADDO,71101,(318) 213-3800,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.specialistshospitalshreveport.com/,PROPRIETARY,1598.0,0.009386733416770964,190278.0,15.0,,257.0,4.0,0.0,7,0.06570713391739676
242922,22017,32.48073703,-93.76165992,UNIVERSITY HEALTH SHREVEPORT,1541 KINGS HWY,SHREVEPORT,LA,CADDO,71103,(318) 675-6402,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.uhsystem.com/shreveport/home,GOVERNMENT - STATE,1598.0,0.3141426783479349,190098.0,502.0,,257.0,4.0,0.0,7,2.198998748435544
242922,22017,32.42522028,-93.71779167,CHRISTUS HEALTH - SHREVEPOR-BOSSIER,1453 E BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,CADDO,71105,(318) 681-5000,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.christusschumpert.org/Highland,NON-PROFIT,1598.0,0.10012515644555695,,160.0,,257.0,4.0,0.0,7,0.7008760951188986
242922,22017,32.86384175,-93.98865278,NORTH CADDO MEDICAL CENTER,1000 S SPRUCE ST,VIVIAN,LA,CADDO,71082,(318) 375-3235,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.northcaddomedicalcenter.com,GOVERNMENT - DISTRICT/AUTHORITY,1598.0,0.015644555694618274,,25.0,,257.0,4.0,0.0,7,0.10951188986232792
242922,22017,32.48441774,-93.7799172,WILLIS-KNIGHTON MEDICAL CENTER,2600 GREENWOOD RD,SHREVEPORT,LA,CADDO,71103,(318) 212-4000,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.wkhs.com,NON-PROFIT,1598.0,0.5607008760951189,,896.0,,257.0,4.0,0.0,7,3.924906132665832
440956,22033,30.44255395,-90.99965218,OCHSNER MEDICAL CENTER-BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,EAST BATON ROUGE,70816,(225) 752-2470,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,https://www.ochsner.org/,PROPRIETARY,1850.0,0.05945945945945946,,110.0,,257.0,4.0,0.0,5,0.2972972972972973
440956,22033,30.38027892,-91.09403416,THE NEUROMEDICAL CENTER SURGICAL HOSPITAL,"10105 PARK ROWE CIR, STE 250",BATON ROUGE,LA,EAST BATON ROUGE,70810,(225) 763-9900,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.theneuromedicalcenter.com,PROPRIETARY,1850.0,0.012432432432432432,,23.0,,257.0,4.0,0.0,5,0.06216216216216216
440956,22033,30.45891443,-91.06122640000001,OCEANS BEHAVIORAL HOSPITAL OF BATON ROUGE,11135 FLORIDA BLVD,BATON ROUGE,LA,EAST BATON ROUGE,70815,(225) 356-7030,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.obhbr.info/,PROPRIETARY,1850.0,0.010810810810810811,,20.0,,257.0,4.0,0.0,5,0.05405405405405406
440956,22033,30.44953409,-91.15315392,BATON ROUGE GENERAL MEDICAL CENTER (MID-CITY),3600 FLORIDA BLVD,BATON ROUGE,LA,EAST BATON ROUGE,70806,(225) 387-7000,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.brgeneral.org,NON-PROFIT,1850.0,0.2518918918918919,,466.0,,257.0,4.0,0.0,5,1.2594594594594595
440956,22033,30.40372006,-91.10634383,OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,5000 HENNESSY BLVD,BATON ROUGE,LA,EAST BATON ROUGE,70808,(225) 765-6565,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.ololrmc.com,NON-PROFIT,1850.0,0.5632432432432433,190064.0,1042.0,43.0,257.0,4.0,0.0,5,2.8162162162162163
440956,22033,30.64883064,-91.13757902,LANE REGIONAL MEDICAL CENTER,6300 MAIN ST,ZACHARY,LA,EAST BATON ROUGE,70791,(225) 658-4000,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.lanermc.org,GOVERNMENT - DISTRICT/AUTHORITY,1850.0,0.0945945945945946,190020.0,175.0,8.0,257.0,4.0,0.0,5,0.472972972972973
440956,22033,30.37648988,-91.10085647,SURGICAL SPECIALTY CENTER OF BATON ROUGE,8080 BLUEBONNET BLVD,BATON ROUGE,LA,EAST BATON ROUGE,70810,(225) 408-8080,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.sscbr.com,PROPRIETARY,1850.0,0.0075675675675675675,190251.0,14.0,,257.0,4.0,0.0,5,0.03783783783783784
434051,22051,29.99914789,-90.15918502,OMEGA HOSPITAL,2525 SEVERN AVE,METAIRIE,LA,JEFFERSON,70002,(504) 832-4200,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.omega-institute.com,PROPRIETARY,1402.0,0.007132667617689016,,10.0,,257.0,4.0,0.0,62,0.442225392296719
434051,22051,30.01303967,-90.18097525,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,JEFFERSON,70006,(504) 454-4000,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.ejgh.org,GOVERNMENT - DISTRICT/AUTHORITY,1402.0,0.2995720399429387,190146.0,420.0,29.0,257.0,4.0,0.0,62,18.573466476462198
434051,22051,29.89221354,-90.09480450000001,WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,MARRERO,LA,JEFFERSON,70072,(504) 347-5511,GENERAL ACUTE CARE,OPEN,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.wjmc.org,GOVERNMENT - DISTRICT/AUTHORITY,1402.0,0.2275320970042796,190039.0,319.0,12.0,257.0,4.0,0.0,62,14.106990014265335
